Name,Brand,Price,Old Price,Discount,Rating,Review Count,Type of Product
"VILLAON V110, 177"" Kabambe, Wireless FM, Camera, Bright Touch, Facebook, 1000mAh (Dual Sim)",VILLAON,KSh 959,"KSh 1,800",,,3.8 out of 5(25),Phones
HOMMY 3 COLUMN PORTABLE WARDROBE,HOMMY,"KSh 2,599","KSh 4,000",,,4 out of 5(44),Phones
"Samsung A06 6.7 DISPLAY 4GB RAM +128GB ROM 5000MAH DUAL SIM+gifts,.",Samsung,"KSh 12,559","KSh 20,000",,,4.5 out of 5(10),Phones
"Realme Note 50 6.74"" 128GB ROM+ 4GB (Expandable to 8GB RAM) 5000mAh (Dual sim) COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU",Realme,"KSh 11,950","KSh 20,999",,,3.9 out of 5(9),Phones
"Tecno Spark 30c, 6.67'' HD+, Up to 8GB RAM + 128GB ROM (Dual Sim) 50MP, 5000 mAh - Orbit Black + Free Gifts",Tecno,"KSh 12,650","KSh 24,999",,,2 out of 5(1),Phones
"Samsung GALAXY A15, 6.5'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP,  5000mAh - Black",Samsung,"KSh 19,599","KSh 29,999",,,4.2 out of 5(498),Phones
"XIAOMI  Redmi 14C, 6.88"" (8GB RAM+256GB Storage) (Dual Sim) 5160mAh - Black",XIAOMI,"KSh 14,399","KSh 29,999",,,4.7 out of 5(11),Phones
"Tecno T529, screen Size28, LCD Screen, GSM, 008MP, 2500mAh Black",Tecno,"KSh 2,550","KSh 4,000",,,4.3 out of 5(122),Phones
X Tigi Bison1-4G Lte-Octa Core-6GB Ram-128Gb -20Mp/20+8+2Mp-Black&Green,X,"KSh 8,499","KSh 16,899",,,3 out of 5(28),Phones
"Tecno Spark 30c, 6.67'' HD+, UP to 8GB RAM + 128GB ROM (Dual Sim) 50MP, 5000 mAh - Orbit White + Free Gifts",Tecno,"KSh 12,690","KSh 19,999",,,4.1 out of 5(13),Phones
"Samsung Galaxy A06, 6.7'' Display, 4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh - Light Blue",Samsung,"KSh 10,995","KSh 19,999",,,4.2 out of 5(6),Phones
"Samsung Galaxy A06 6.7"" Display, 128GB ROM + 4GB RAM (Dual Sim)50MP Camera,4G Nertwork, 5000mAh - lightblue + Travel adapter & earpods",Samsung,"KSh 12,995","KSh 24,999",,,4.3 out of 5(8),Phones
"Infinix Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired - SLEEK BLACK",Infinix,"KSh 12,290","KSh 13,999",,,4.1 out of 5(21),Phones
Vivo Y85  4GB+64G ROM Refurbished Dual SIM6.26 Inch  Camera 13MP Face Unlock+Fingerprint Smartphone,Vivo,"KSh 6,888","KSh 10,000",,,4 out of 5(4),Phones
"Tecno Spark 30 6.78'', 128GB ROM+8GB RAM*(+8GB Extended Ram)_ SONY IMX682 64MP Camera (4G Dual SIM), 5000mAh-Stellar Shadow (1YR WRTY)",Tecno,"KSh 17,199","KSh 19,999",,,4.1 out of 5(21),Phones
"Samsung Galaxy A05 64GB+4GB 50MP Triple Camera Snapdragon 680 6.7"" 90Hz Display Android 13 5000mAh 25W Type-C Charge Smart Phones Phone Smartphone",Samsung,"KSh 9,894","KSh 19,999",,,3.7 out of 5(7),Phones
"Infinix Hot 50 Pro+, 6.78"", 128GB + 8GB RAM (Dual Sim), 5000mAh, Black",Infinix,"KSh 21,599","KSh 26,976",,,5 out of 5(2),Phones
"Freeyond F9,2GB+64GB,6.52"", 13.0MP,4G Smartphone 5000mAh Dual SIM Android Phone,Blue",Freeyond,"KSh 7,699","KSh 14,999",,,4 out of 5(480),Phones
"Tecno Spark 30 6.78'', 128GB ROM+8GB RAM*(+8GB Extended Ram)_ SONY IMX682 64MP Camera (4G Dual SIM), 5000mAh-Stellar Shadow (1YR WRTY)",Tecno,"KSh 17,199","KSh 19,999",,,4.1 out of 5(21),Phones
"Samsung Galaxy A05 64GB+4GB 50MP Triple Camera Snapdragon 680 6.7"" 90Hz Display Android 13 5000mAh 25W Type-C Charge Smart Phones Phone Smartphone",Samsung,"KSh 9,894","KSh 19,999",,,3.7 out of 5(7),Phones
"Infinix Hot 50 Pro+, 6.78"", 128GB + 8GB RAM (Dual Sim), 5000mAh, Black",Infinix,"KSh 21,599","KSh 26,976",,,5 out of 5(2),Phones
"Freeyond F9,2GB+64GB,6.52"", 13.0MP,4G Smartphone 5000mAh Dual SIM Android Phone,Blue",Freeyond,"KSh 7,699","KSh 14,999",,,4 out of 5(480),Phones
"Samsung GALAXY A16,  6.7'' HD+, 6GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh COMES WITH FREE GIFTS... (C TO C HEADER  + SILICONE COVER  ) FOR YOU",Samsung,"KSh 18,999","KSh 30,999",,,4.5 out of 5(8),Phones
"Samsung GALAXY A16, 6.7'' HD+, 8GB RAM + 256 GB ROM, DUAL SIM, 50MP, 5000mAh  COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU",Samsung,"KSh 23,999","KSh 35,999",,,5 out of 5(1),Phones
"Huawei Y9 2019 Smartphone 6.5"" HiSilicon Kirin 710 (6GB+128GB RAM) Dual SIM",Huawei,"KSh 9,200","KSh 10,000",,,3.8 out of 5(6),Phones
"Infinix Smart 9, 6.7"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Neo Titanium (1YR WRTY)",Infinix,"KSh 11,099","KSh 14,075",,,4.7 out of 5(9),Phones
"Tecno POP 9 120Hz 6.67"" 64GB ROM+3GB RAM*(+3GB RAM Extended)4G _5000mAh, Infrared Remote Control- Black (1YR WRTY)",Tecno,"KSh 9,999","KSh 12,999",,,4.4 out of 5(8),Phones
Nice One GY-28 - 3 Column Portable Fabric Cloth Wardrobe – 8 Shelves & Hanging Section - Coffee Brown,Nice,"KSh 2,099","KSh 4,599",,,4.1 out of 5(14),Phones
"Vivo Refurbished Y55 2GB RAM 16GB ROM 5.2inch "" 2730 MAh Dual SIM 8MP+5MP Android Smartphone.",Vivo,"KSh 3,299","KSh 7,999",,,3 out of 5(2),Phones
"Samsung GALAXY A05,6.7 PLS LCD DISPLAY ,4GB RAM/64GB ROM,ANDROID 13,5000MAH,4G,DUAL,50MP",Samsung,"KSh 9,580","KSh 16,000",,,4.1 out of 5(20),Phones
"Oale S24+ - 6.52"" 32GB ROM 3GB RAM, 8MP, 4050mAh, 3G - Black",Oale,"KSh 6,199","KSh 8,000",,,,Phones
"Samsung GALAXY A15, 6.5'' HD+, 8GB RAM + 256GB ROM, DUAL SIM, 50MP, 5000mAh - Blue + FREEBIES (2YRS WRTY)",Samsung,"KSh 23,999","KSh 40,000",,,4 out of 5(51),Phones
"Tecno CAMON 30S, 6.78"" FHD+AMOLED 120Hz, 128GB ROM+6GB RAM (+6GB Extended RAM) (4G Dual Sim), 5000mAh- Celestial Black (1YR WRTY)",Tecno,"KSh 23,499","KSh 24,999",,,3.8 out of 5(8),Phones
"VILLAON V20 SE 5.0"" 4GB RAM+32GB Storage 8MP Camera-3000mAh Dual Sim..",VILLAON,"KSh 4,950","KSh 8,000",,,3.8 out of 5(11),Phones
"Samsung Galaxy A16, 6GB+128GB ROM 6.7"" HD, Android 14,50MP-Camera, Battery-5000mah (Dual Sim)+COVER",Samsung,"KSh 18,999","KSh 30,000",,,3.8 out of 5(6),Phones
"Samsung Galaxy A16"" 164.4 X 77.9 X 7.9 Mm (6.47 X 3.07 X 0.31 In)""4GB RAM+128GB ROM, Battery: 5000mAh WWW",Samsung,"KSh 16,990","KSh 35,000",,,,Phones
"Realme NOTE 50 6.74 Display,4GB RAM +128GB ROM DUAL SIM 5000 MAH +PB I12 SW",Realme,"KSh 11,890","KSh 19,000",,,3.5 out of 5(21),Phones
"Samsung GALAXY A16,  6.7'' HD+, 6GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh ..",Samsung,"KSh 18,890","KSh 30,999",,,5 out of 5(7),Phones
"Tecno POP 8 6.6""-upto 4GB RAM + 64GB Storage Android 13, 5000mAh Battery+ BUDS+WATCH..",Tecno,"KSh 10,599","KSh 14,999",,,3.5 out of 5(2),Phones
Tecno CAMON 40 PRO  6.78 INCHES 8GB RAM +256GB ROM 5200 MAH BATTERY DUAL SIM I12 WATCH,Tecno,"KSh 32,890","KSh 60,000",,,,Phones
"Bontel Honey 1.54""// Color Display Flip Phone//c,e",Bontel,"KSh 1,999","KSh 2,500",,,4.2 out of 5(39),Phones
"Oppo Refurbished A37 Smartphone (16GB, 2GB), 5.0"" Dual SIM Cell Phone 5MP+8MP Camera Mobile Phones, 2630 MAh Android Phones",Oppo,"KSh 4,390","KSh 13,499",,,,Phones
"Samsung Galaxy A16, 8GB+256GB ROM 6.7"" HD, Android 14,50MP-Camera, Battery-5000mah (Dual sim) COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU",Samsung,"KSh 23,900","KSh 30,999",,,4 out of 5(2),Phones
"Samsung Galaxy A55 5G , 6.6"", 256GB ROM + 8GB RAM (Dual SIM), 5000mAh - Black + FREEBIES",Samsung,"KSh 47,999","KSh 69,999",,,4.9 out of 5(13),Phones
Oppo Refurbished A83 4GB+ 64GB Smartphone - 4G LTE Dual Card 5.7-inch Display - Face Unlock（Black）,Oppo,"KSh 7,888","KSh 12,800",,,3.4 out of 5(28),Phones
"Infinix Note 40 Pro, 6.78'', 256GB + 8GB RAM (UPTO 16GB RAM), Dual SIM, 5000mAh, Vintage Green  (1YR  WRTY)",Infinix,"KSh 29,699","KSh 38,000",,,4.5 out of 5(2),Phones
"Itel S25, 6.78"" 6GB RAM + 128GB (Dual SIM), 500mAh, Bromo Black  (1YR WRTY)",Itel,"KSh 13,978","KSh 16,774",,,4.4 out of 5(9),Phones
"Oppo Refurbished A3s 4G LTE Smartphone (64GB, 4GB), 6.2"" Octa-core SDM450, 13MP+2MP Camera, Dual SIM, 4230 MAh Cell Phone",Oppo,"KSh 6,999","KSh 15,998",,,,Phones
"Samsung Galaxy A05, 6.7''  4GB RAM + 64GB  (Dual Sim) 50MP Camera, 5000mAh - Black + Smart Watch & Buds",Samsung,"KSh 10,299","KSh 22,999",,,4.7 out of 5(12),Phones
"XIAOMI Redmi 14C, 6.88"" (4GB RAM+128GB Storage) (Dual Sim) 5160mAh - Starry Blue",XIAOMI,"KSh 11,699","KSh 17,499",,,3.4 out of 5(5),Phones
"Infinix Smart 9, 6.7"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Mint Green (1YR WRTY)",Infinix,"KSh 11,099","KSh 14,075",,,4.1 out of 5(10),Phones
"Itel 2160// Dual SIM//Black//""C.E""",Itel,"KSh 1,299","KSh 1,800",,,4.4 out of 5(163),Phones
"Tecno SPARK 20 PRO,6.78"" IPS LCD,8GB RAM UPTO  16GB RAM,256GB ROM,BUDS,DISK,WATCH,OTG & RING",Tecno,"KSh 20,200","KSh 35,000",,,4.5 out of 5(6),Phones
"Oking OK2166, 1.77"", Wireless FM ,Camera, Bright Touch, 1000mAh (Dual Sim) - Black  (1YR WRTY)",Oking,KSh 915,"KSh 1,174",,,4.1 out of 5(97),Phones
"Oale Smart 9 - 6.6"" 64GB ROM 3GB RAM 8MP 5075mAh 3G - Black",Oale,"KSh 6,749","KSh 8,000",,,3 out of 5(3),Phones
"Samsung Galaxy A25 5G, 6.5'' 6GB RAM + 128GB ROM, 50MP  (Dual Sim)- Brave Black + Smart Watch & Power Bank",Samsung,"KSh 24,899","KSh 39,999",,,4.2 out of 5(21),Phones
"Tecno CAMON 40  6.78 INCHES 8GB RAM +256GB ROM, CURVED SCREEN, 5200 MAH BATTERY DUAL SIM WATCH MAGNIFIER",Tecno,"KSh 27,950","KSh 50,000",,,,Phones
"Tecno T301 2/Dual Sim,Button/KABAMBE/KATULULU/MULIKA MWIZI + FREE WATCH AND BELT",Tecno,"KSh 1,749","KSh 3,800",,,4.7 out of 5(11),Phones
Nokia 6310 Dual Sim,Nokia,"KSh 1,899","KSh 7,999",,,4.8 out of 5(6),Phones
"Tecno T301; (Dual Sim) Memory Card Slot, black",Tecno,"KSh 1,460","KSh 2,200",,,4.4 out of 5(48),Phones
"XIAOMI Redmi A3x, 6.71"" Display 4GB RAM + 128GB, 5000mAh (Dual SIM) Black",XIAOMI,"KSh 11,650","KSh 19,999",,,4.3 out of 5(33),Phones
"Realme Note 50 6.74"" 256GB ROM+4GB RAM(Upto 8GB RAM) 5000mAH 13MP Al Camera Dual sim-Midnight Black",Realme,"KSh 12,595","KSh 15,000",,,3.9 out of 5(32),Phones
"XIAOMI  Redmi Note 14, 6.67"", 256GB + 8GB RAM (Dual SIM), 5500mAh, Midnight Black ,Red Watch+F9 Earbuds",XIAOMI,"KSh 24,999","KSh 34,999",,,5 out of 5(2),Phones
"Samsung Galaxy A15, 6.5'' Display, 6GB RAM + 128GB ROM (Dual Sim) 50MP,  5000mAh - Blue + Smart watch & Power bank",Samsung,"KSh 20,699","KSh 29,999",,,4 out of 5(89),Phones
"Oppo A3X,IPS LCD DISPLAY 6.67"" INCHES,128GB ROM & 4GB RAM, DUAL SIM SW PB BDS",Oppo,"KSh 16,895","KSh 25,000",,,3 out of 5(2),Phones
"Samsung  Galaxy A05S, 6.7"", 90HZ, 4GB RAM + 128GB ROM, 50MP, 5000mAh - Silver",Samsung,"KSh 13,700","KSh 22,999",,,4.3 out of 5(83),Phones
"Oking OK2160, 1.77"" Screen Kabambe, Wireless FM ,Camera, Bright Touch, 1000mAh (Dual Sim) - Black  (1YR WRTY)",Oking,KSh 945,"KSh 1,174",,,2.3 out of 5(4),Phones
"XIAOMI Redmi Note 14 pro , 6.67"", 256GB Storage+ 8GB RAM, (Dual SIM), 5500mAh Battery+EARPODS+WATCH",XIAOMI,"KSh 33,899","KSh 45,999",,,,Phones
"Samsung Galaxy A25 5G, 6.5"", 256GB ROM + 8GB RAM (Dual SIM), 5000mAh - Blue Black",Samsung,"KSh 28,199","KSh 49,999",,,4.2 out of 5(12),Phones
"Infinix HOT 50 PRO PLUS,AMOLED CURVED SCREEN DISPLAY 6.78"" INCHES(8GB +8GB) RAM & 128 GB ROM,5000MAH,50MP  COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU",Infinix,"KSh 24,699","KSh 35,999",,,5 out of 5(3),Phones
Air Vent Car Mobile Phone Holder  -  Black,Air,KSh 379,KSh 899,,,3.3 out of 5(6),Phones
"Itel S23+(PLUS),6.78"" INCHES AMOLED,CURVED SCREEN,DUAL SIM,ANDROID 13,50MP CAMERA,5000MAH ,",Itel,"KSh 16,990","KSh 30,000",,,4.5 out of 5(11),Phones
"XIAOMI REDMI 14C,6.88"" INCHES,8GB RAM & 256GB ROM,BUDS,POWERBANK & WATCH,SPLY""",XIAOMI,"KSh 15,480","KSh 22,000",,,4.4 out of 5(11),Phones
"Itel A70,6.6 INCHES IPS LCD DISPLAY,256GB ROM/UPTO 12 GB RAM,DUAL SIM,5000MAH,",Itel,"KSh 9,999","KSh 17,000",,,4 out of 5(24),Phones
"Maxfone 30 Pro 4G - 6.55"", 64GB (32GB ROM + 32GB SD Card), 3GB RAM, 8MP, 4G Network - Black",Maxfone,"KSh 6,099","KSh 11,000",,,3 out of 5(3),Phones
"Itel A70,6.66 display upto 8GB RAM + 128GB Storage 8MP 5000mAh Battery-+EARPODS+WATCH.",Itel,"KSh 9,999","KSh 14,999",,,3.2 out of 5(5),Phones
"XIAOMI Redmi A3x 6.71"" 3GB RAM + 64GB ROM, Android 14 (Dual Sim) 5000mAh - White + Free Gifts",XIAOMI,"KSh 9,499","KSh 19,999",,,2.3 out of 5(3),Phones
"Samsung  Galaxy A05S, 6.7"", 90HZ, 4GB RAM + 128GB ROM, 50MP, 5000mAh - Black",Samsung,"KSh 13,700","KSh 22,999",,,4.2 out of 5(94),Phones
"Tecno CAMON 40 PRO 6.78 INCHES 8GB RAM +256GB ROM,  Curved Screen, 5200 MAH BATTERY DUAL SIM+GIFT,LED WATCH",Tecno,"KSh 32,559","KSh 45,000",,,,Phones
"Tecno Camon 30, 6.78"", 256GB + 8GB RAM (+8GB Extended), Dual SIM, 5000mAh, 4G, Iceland Basaltic Dark (1YR WRTY)",Tecno,"KSh 28,699","KSh 36,000",,,4 out of 5(8),Phones
"Samsung GALAXY A16, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh  COMES WITH FREE GIFTS (C TO C HEADER  + SILICONE COVER  ) FOR YOU",Samsung,"KSh 16,899","KSh 35,999",,,4.8 out of 5(5),Phones
"Realme C53, 6.74"", 256GB ROM + 8GB RAM (Dual SIM), 5000mAh - Black",Realme,"KSh 14,899","KSh 29,999",,,4.6 out of 5(7),Phones
Realme NOTE 50 6.74 INCHES DISPLAY 4GB RAM+128 GB ROM DUAL SIM 5000 MAH - Black,Realme,"KSh 10,900","KSh 15,000",,,3 out of 5(3),Phones
"Infinix Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh",Infinix,"KSh 12,290","KSh 17,999",,,4.2 out of 5(17),Phones
"Tecno Spark 30c, 6.67'' HD+, 128GB ROM + (4+4)GB RAM (Dual Sim) 50MP, 5000 mAh - SPEAKER I12",Tecno,"KSh 12,990","KSh 23,000",,,5 out of 5(1),Phones
"XIAOMI REDMI 14C,IPS LCD 6.88"",UPTO 8GB RAM & 128GB ROM,5160MAH,50MP,18W,WATCH & SPEAKER,",XIAOMI,"KSh 12,390","KSh 20,000",,,4 out of 5(5),Phones
"Realme C61 6.74'',  128GB ROM + 6GB RAM (Dual SIM), 5000mAh Battery - Sparkle Gold",Realme,"KSh 13,650","KSh 25,999",,,4 out of 5(13),Phones
"Freeyond M5,8GB+128GB,6.52"", 50MP,4G Smartphone 5000mAh Dual SIM Android Phone",Freeyond,"KSh 10,999","KSh 21,196",,,4.2 out of 5(227),Phones
"Samsung GALAXY A05,6.7 PLS LCD DISPLAY ,4GB RAM/64GB ROM,ANDROID 13,5000MAH,4G,DUAL,50MP,",Samsung,"KSh 9,599","KSh 15,000",,,4.5 out of 5(17),Phones
"XIAOMI REDMI 14C,IPS LCD DISPLAY 6.88"",,4GB RAM +128GB STORAGEMWATCH,BUDS & POWERBANK,,",XIAOMI,"KSh 12,390","KSh 20,000",,,4.2 out of 5(25),Phones
"XIAOMI Redmi 13 6.79'' 6GB+128GB Dual SIM, 4G, 5030 MAh - Midnight Black (2YRS WRTY)",XIAOMI,"KSh 15,799","KSh 19,000",,,4.4 out of 5(18),Phones
"Samsung Galaxy M35 5G, 6.6"", 128GB + 6GB RAM (Dual SIM), 6000mAh, Daybreak Blue",Samsung,"KSh 23,595","KSh 30,000",,,4.4 out of 5(8),Phones
"Samsung  Galaxy A16, 8GB+256GB ROM  6.7"" HD, Android 14,50MP-Camera, Battery-5000mah -Black",Samsung,"KSh 22,599","KSh 49,999",,,3.4 out of 5(5),Phones
Vivo Y17 6+128GB ROM Dual SIM 6.35-inch Screen HD Camera 13MP Face Unlock + Fingerprint Refurbished,Vivo,"KSh 8,699","KSh 10,000",,,4.2 out of 5(5),Phones
"Nokia 6310 Mobile Phones, 2.8"" Dual SIM Cards Cell Phone Main Camera 1150 MAh Removable, Durable Feature Phone Classic For Basic Communication",Nokia,"KSh 1,899","KSh 7,999",,,,Phones
"HOMMY Mettalic Portable Cloth Wardrobe 3 Column,",HOMMY,"KSh 2,599","KSh 4,000",,,3.8 out of 5(188),Phones
"Oking OK2166, 1.77"", Wireless FM ,Camera, Bright Touch, 1000mAh (Dual Sim) - Grey",Oking,KSh 915,"KSh 1,174",,,4.1 out of 5(91),Phones
Multipurpose Tripod  Octopus Tripod Stand + Phone Holder - Black,Multipurpose,KSh 399,KSh 500,,,3.8 out of 5(6),Phones
"Oking OK3390 Cell Phone, 1.77"" - Wireless FM - Tri SIM - Big Battery- Black  (1YR WRTY)",Oking,"KSh 1,249","KSh 1,548",,,4 out of 5(1),Phones
"Itel 2163, 1.8"", 32MB + 32MB (Dual SIM), 1000mAh",Itel,"KSh 1,099","KSh 1,500",,,3.7 out of 5(11),Phones
3D Virtual Reality Game/movie/VR Glasses VR Box For AnyPhone,3D,KSh 799,"KSh 1,399",,,1 out of 5(1),Phones
"Infinix Hot 50 Pro Plus,6.78'' CURVED Display, Upto 16GB RAM+256GB Storage,108MP Camera,5000mah Battery+GIFTS",Infinix,"KSh 25,299","KSh 35,999",,,4.5 out of 5(2),Phones
"XIAOMI Redmi Note 14, 6.67"", 128GB + 6GB RAM (Dual SIM), 5500mAh, Midnight Black",XIAOMI,"KSh 21,395","KSh 30,000",,,4.6 out of 5(5),Phones
"Tecno  Camon 30, 6.78"" Display, 256GB ROM + 16GB (8GB + 8GB) RAM 4G (Dual SIM) - 5000mAh+MG SW OTG",Tecno,"KSh 28,899","KSh 39,999",,,4.2 out of 5(38),Phones
"Tecno BEST SMALL BUTTON PHONE T301 , Dual Sim, Button KABAMBE/ KATULULU phone + Free Headphone & Cap Free",Tecno,"KSh 1,850","KSh 3,900",,,3.8 out of 5(9),Phones
"Samsung A06, 6.7'' Display, 4GB RAM + 64GB ROM 50MP Camera, 5000mAh+POWERBANK&WATCH",Samsung,"KSh 11,599","KSh 19,999",,,3.3 out of 5(7),Phones
"Samsung Galaxy A25 5G, 6.5"", 256GB + 8GB RAM (Dual SIM), 5000mAh, Blue",Samsung,"KSh 28,900","KSh 50,000",,,3.9 out of 5(7),Phones
"Freeyond F9,3GB+128GB,6.52"" 4G Smartphone,13.0MP 5000mAh, Dual SIM Android Phones",Freeyond,"KSh 9,499","KSh 18,625",,,3.9 out of 5(344),Phones
"Oppo A38, 6.56"" Display, 6GB RAM + 128GB ROM, 50MP, 4G LTE, 5000mAh -Glowing Black",Oppo,"KSh 20,999","KSh 39,999",,,3.8 out of 5(4),Phones
"Infinix Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired",Infinix,"KSh 12,290","KSh 13,999",,,4.4 out of 5(9),Phones
VILLAON V20SE//5.0 SCREEN DISPLAY//3000MAH BATTERY//4GB +32GB STORAGE,VILLAON,"KSh 4,950","KSh 7,000",,,3.2 out of 5(5),Phones
"Huawei Y9 2019 Refurbished Smartphone 6.5"" HiSilicon Kirin 710 -6GB+128GB -Black",Huawei,"KSh 9,299","KSh 16,038",,,3.7 out of 5(38),Phones
"Nokia 150 - 2.4-Inch, Dual SIM, 1020mAh - Green",Nokia,"KSh 2,299",,,,5 out of 5(8),Phones
Nokia 5310 dual sim,Nokia,"KSh 1,829","KSh 7,000",,,4.6 out of 5(5),Phones
"Realme Note 50, 6.7"", 64GB + 3GB RAM (Dual SIM), 5000mAh, Midnight Black",Realme,"KSh 9,899","KSh 11,999",,,4.6 out of 5(14),Phones
"XIAOMI  Redmi 14C, 6.88"" (6GB RAM+128GB Storage) (Dual Sim) 5160mAh - Black",XIAOMI,"KSh 12,740","KSh 23,999",,,4.2 out of 5(12),Phones
Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable Up To 12GB) ROM: 128GB DUAL SIM  BUDS,Infinix,"KSh 12,980","KSh 25,000",,,3.4 out of 5(5),Phones
"Samsung  Galaxy A05S, 6.7"", 90HZ, 4GB RAM + 128GB ROM, 50MP, 5000mAh - Violet",Samsung,"KSh 13,700","KSh 22,999",,,3.8 out of 5(12),Phones
"XIAOMI Redmi Note 14, 6.67"", 256GB + 8GB RAM (Dual SIM), 5500mAh, Midnight Black (1YR WRTY) + Free 20000mAh Redmi 18W Fast Charge Power Bank",XIAOMI,"KSh 24,462","KSh 26,000",,,5 out of 5(1),Phones
"Samsung  Galaxy A16, 8GB+256GB ROM  6.7"" HD, Android 14,50MP-Camera, Battery-5000mah -Black +Free Gifts",Samsung,"KSh 22,899","KSh 39,999",,,3 out of 5(1),Phones
"Infinix Hot 50 Pro+, 6.78"", 128GB + 8GB RAM (Dual Sim), 5000mAh, Aurora Green",Infinix,"KSh 21,599","KSh 26,976",,,,Phones
Washing Machine Fridge Stand Base Adjustable Trolley Mover With Lockable wheels,Washing,"KSh 2,998","KSh 7,500",,,3.7 out of 5(7),Phones
3 Column Portable Plastic Wadrobe,3,"KSh 5,650","KSh 6,500",,,1 out of 5(1),Phones
"Itel S25, 6.78"" 6GB RAM + 128GB (Dual SIM), 500mAh, Mambo Mint  (1YR WRTY)",Itel,"KSh 13,499","KSh 16,774",,,5 out of 5(3),Phones
Large Capacity 3 Column Portable Wardrobe - Gray,Large,"KSh 2,396","KSh 3,407",,,3.8 out of 5(31),Phones
"Samsung Galaxy A55 5G, 6.6"", 256GB + 12GB RAM (Dual SIM), 5000mAh, Awesome Navy",Samsung,"KSh 51,290","KSh 80,000",,,4.7 out of 5(7),Phones
"XIAOMI Redmi 13C, 6.47'',  256GB + 8GB RAM (Dual SIM), 5000mAh, Midnight Black",XIAOMI,"KSh 17,890","KSh 30,000",,,4.7 out of 5(3),Phones
"Itel A70 Awesome,6.6 Big Screen Dynamic Bar,13MP,5000MAH,Type-c,upto 8GB RAM & 128GB ROM",Itel,"KSh 9,450","KSh 12,000",,,4.3 out of 5(55),Phones
"Samsung Galaxy A35 5G, 6.6"", 256GB + 8GB RAM (Dual SIM), 5000mAh, Awesome Navy",Samsung,"KSh 34,990","KSh 50,000",,,4.7 out of 5(6),Phones
"Oppo A3x 6.67-inch' 128GBROM 4GB RAM""Battery: 5100mAh""Dual SIM..LII",Oppo,"KSh 15,590","KSh 25,000",,,5 out of 5(3),Phones
"Oale A70 - 5.5"" 32GB ROM 3GB RAM 8MP 3050mAh 3G - Black",Oale,"KSh 4,999","KSh 7,000",,,,Phones
Car Mobile Phone Holder - Black,Car,KSh 539,"KSh 1,200",,,3.6 out of 5(22),Phones
"Samsung Galaxy S10+ Plus 6.4"" 512 GB - 8GB RAM, 12MP Camera, Single SIM - Black",Samsung,"KSh 34,191","KSh 45,000",,,3.9 out of 5(7),Phones
"Samsung  Galaxy A16, 6GB+128GB ROM  6.7"" HD, Android 14,50MP-Camera, Battery-5000mah - White",Samsung,"KSh 18,559","KSh 30,999",,,4 out of 5(1),Phones
"Oppo A16k, 6.52"", 32GB + 3GB RAM , 4230mAh, (Single SIM) Midnight Black",Oppo,"KSh 7,999","KSh 14,999",,,,Phones
"XIAOMI Redmi 14C, 6.88"" (256GB Storage+8GB RAM) (Dual Sim) 5160mAh  COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU",XIAOMI,"KSh 15,299","KSh 20,999",,,4.5 out of 5(2),Phones
"Nunix Portable Wardrobe 2 Column, Choose Desired Color 88105",Nunix,"KSh 2,199","KSh 2,599",,,2.8 out of 5(4),Phones
"Itel 6360 2000mAh 2.8'' Display Smart Touch Button Feature Phone,SUPERFLY",Itel,"KSh 3,150","KSh 6,000",,,4.1 out of 5(8),Phones
"Samsung Galaxy A35 5G, 6.6"", 128GB + 8GB RAM (Dual SIM), 5000mAh, Awesome Navy",Samsung,"KSh 32,899","KSh 50,000",,,4.8 out of 5(6),Phones
"Samsung GALAXY A05,6.7 DISPLAY,4GB RAM+64GB ROM,5000mAh,4G-Light Green",Samsung,"KSh 9,498","KSh 18,999",,,4.1 out of 5(20),Phones
"XIAOMI Redmi Note 14 Pro, 6.67"", 512GB + 12GB RAM (Dual SIM), 5500mAh, Ocean Blue (1YR WRTY)",XIAOMI,"KSh 42,999","KSh 44,000",,,5 out of 5(1),Phones
"Oppo Refurbished  A57 3GB RAM 32GB ROM 5.2inch "" 2900 MAh Dual SIM 13MP+16MP Android Smartphones",Oppo,"KSh 4,599","KSh 10,999",,,5 out of 5(3),Phones
